Manufacturer,Family,Name,Base frequency,TDP
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7975WX,4,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7965WX,4.2,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7955WX,4.5,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) PRO 7945WX,4.7,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) 7980X,3.2,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) 7970X,4,350W
AMD,Zen 4,AMD Ryzen(TM) Threadripper(TM) 7960X,4.2,350W
AMD,Zen 4,AMD Ryzen(TM) 9 PRO 7945,3.7,65W
AMD,Zen 4,AMD Ryzen(TM) 9 PRO 7940HS,4,
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 7840U,3.3,
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 7840HS,3.8,
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 7745,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 7735U,2.7,
AMD,Zen 4,AMD Ryzen(TM) 7 PRO 7730U,2,15W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7645,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7640U,3.5,
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7640HS,4.3,
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7545U,3.2,
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7540U,3.2,
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7535U,2.9,
AMD,Zen 4,AMD Ryzen(TM) 5 PRO 7530U,2,15W
AMD,Zen 4,AMD Ryzen(TM) 3 PRO 7335U,3,
AMD,Zen 4,AMD Ryzen(TM) 3 PRO 7330U,2.3,15W
AMD,Zen 4,AMD Ryzen(TM) 9 7950X3D,4.2,120W
AMD,Zen 4,AMD Ryzen(TM) 9 7950X,4.5,170W
AMD,Zen 4,AMD Ryzen(TM) 9 7945HX3D,2.3,55W
AMD,Zen 4,AMD Ryzen(TM) 9 7945HX,2.5,55W
AMD,Zen 4,AMD Ryzen(TM) 9 7940HS,4,54W
AMD,Zen 4,AMD Ryzen(TM) 9 7940HX,2.4,55W
AMD,Zen 4,AMD Ryzen(TM) 9 7900X3D,4.4,120W
AMD,Zen 4,AMD Ryzen(TM) 9 7900X,4.7,170W
AMD,Zen 4,AMD Ryzen(TM) 9 7900,3.7,65W
AMD,Zen 4,AMD Ryzen(TM) 9 7845HX,3,55W
AMD,Zen 4,AMD Ryzen(TM) 7 7840U,3.3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 7840HX,2.9,55W
AMD,Zen 4,AMD Ryzen(TM) 7 7840HS,3.8,54W
AMD,Zen 4,AMD Ryzen(TM) 7 7800X3D,4.2,120W
AMD,Zen 4,AMD Ryzen(TM) 7 7745HX,3.6,55W
AMD,Zen 4,AMD Ryzen(TM) 7 7736U​,2.7,
AMD,Zen 4,AMD Ryzen(TM) 7 7735U,2.7,28W
AMD,Zen 4,AMD Ryzen(TM) 7 7735HS,3.2,54W
AMD,Zen 4,AMD Ryzen(TM) 7 7730U,2,15W
AMD,Zen 4,AMD Ryzen(TM) 7 7700X,4.5,105W
AMD,Zen 4,AMD Ryzen(TM) 7 7700,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) 5 7645HX,4,55W
AMD,Zen 4,AMD Ryzen(TM) 5 7640U,3.5,28W
AMD,Zen 4,AMD Ryzen(TM) 5 7640HS,4.3,54W
AMD,Zen 4,AMD Ryzen(TM) 5 7600X3D,4.1,65W
AMD,Zen 4,AMD Ryzen(TM) 5 7600X,4.7,105W
AMD,Zen 4,AMD Ryzen(TM) 5 7600,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) 5 7545U,3.2,28W
AMD,Zen 4,AMD Ryzen(TM) 5 7540U,3.2,28W
AMD,Zen 4,AMD Ryzen(TM) 5 7535U,2.9,28W
AMD,Zen 4,AMD Ryzen(TM) 5 7535HS,3.3,54W
AMD,Zen 4,AMD Ryzen(TM) 5 7530U,2,15W
AMD,Zen 4,AMD Ryzen(TM) 5 7520U,2.8,15W
AMD,Zen 4,AMD Ryzen(TM) 5 7520C,2.8,15W
AMD,Zen 4,AMD Ryzen(TM) 5 7500F,3.7,65W
AMD,Zen 4,AMD Ryzen(TM) 3 7440U,3,28W
AMD,Zen 4,AMD Ryzen(TM) 7 7435HS,3.1,45W
AMD,Zen 4,AMD Ryzen(TM) 5 7430U,2.3,15W
AMD,Zen 4,AMD Ryzen(TM) 3 7335U,3,28W
AMD,Zen 4,AMD Ryzen(TM) 3 7330U,2.3,15W
AMD,Zen 4,AMD Ryzen(TM) 3 7320U,2.4,15W
AMD,Zen 4,AMD Ryzen(TM) 3 7320C,2.4,15W
AMD,Zen 4,AMD Ryzen(TM) 5 7235HS,3.2,45W
AMD,Zen 4,AMD Ryzen(TM) Z1 Extreme,3.3,
AMD,Zen 4,AMD Ryzen(TM) Z1,3.2,
AMD,Zen 4,AMD Athlon(TM) Gold 7220U,2.4,15W
AMD,Zen 4,AMD Athlon(TM) Gold 7220C,2.4,15W
AMD,Zen 4,AMD Athlon(TM) Silver 7120U,2.4,15W
AMD,Zen 4,AMD Athlon(TM) Silver 7120C,2.4,15W
AMD,Zen 3+,AMD Ryzen(TM) 9 PRO 6950HS,3.3,35W
AMD,Zen 3+,AMD Ryzen(TM) 9 PRO 6950H,3.3,45W
AMD,Zen 3+,AMD Ryzen(TM) 7 PRO 6860Z,2.7,28W
AMD,Zen 3+,AMD Ryzen(TM) 7 PRO 6850U,2.7,
AMD,Zen 3+,AMD Ryzen(TM) 7 PRO 6850HS,3.2,35W
AMD,Zen 3+,AMD Ryzen(TM) 7 PRO 6850H,3.2,45W
AMD,Zen 3+,AMD Ryzen(TM) 5 PRO 6650U,2.9,
AMD,Zen 3+,AMD Ryzen(TM) 5 PRO 6650HS,3.3,35W
AMD,Zen 3+,AMD Ryzen(TM) 5 PRO 6650H,3.3,45W
AMD,Zen 3+,AMD Ryzen(TM) 9 6980HX,3.3,45W
AMD,Zen 3+,AMD Ryzen(TM) 9 6980HS,3.3,35W
AMD,Zen 3+,AMD Ryzen(TM) 9 6900HX,3.3,45W
AMD,Zen 3+,AMD Ryzen(TM) 9 6900HS​,3.3,35W
AMD,Zen 3+,AMD Ryzen(TM) 7 6800U​,2.7,
AMD,Zen 3+,AMD Ryzen(TM) 7 6800HS,3.2,35W
AMD,Zen 3+,AMD Ryzen(TM) 7 6800H,3.2,45W
AMD,Zen 3+,AMD Ryzen(TM) 5 6600U,2.9,
AMD,Zen 3+,AMD Ryzen(TM) 5 6600HS​,3.3,35W
AMD,Zen 3+,AMD Ryzen(TM) 5 6600H,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) Threadripper(TM) PRO 5995WX,2.7,280W
AMD,Zen 3,AMD Ryzen(TM) Threadripper(TM) PRO 5975WX,3.6,280W
AMD,Zen 3,AMD Ryzen(TM) Threadripper(TM) PRO 5965WX,3.8,280W
AMD,Zen 3,AMD Ryzen(TM) Threadripper(TM) PRO 5955WX,4,280W
AMD,Zen 3,AMD Ryzen(TM) Threadripper(TM) PRO 5945WX,4.1,280W
AMD,Zen 3,AMD Ryzen(TM) 9 PRO 5945,3,65W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5875U,2,15W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5850U,1.9,15W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5845,3.4,65W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5755GE,3.2,35W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5755G,3.8,65W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5750GE,3.2,35W
AMD,Zen 3,AMD Ryzen(TM) 7 PRO 5750G,3.8,65W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5675U,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5655GE,3.4,35W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5655G,3.9,65W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5650U,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5650GE,3.4,35W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5650G,3.9,65W
AMD,Zen 3,AMD Ryzen(TM) 5 PRO 5645,3.7,65W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5475U,2.7,15W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5450U,2.6,15W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5355GE,3.6,35W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5355G,4,65W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5350GE,3.6,35W
AMD,Zen 3,AMD Ryzen(TM) 3 PRO 5350G,4,65W
AMD,Zen 3,AMD Ryzen(TM) 9 5980HX,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) 9 5980HS,3,35W
AMD,Zen 3,AMD Ryzen(TM) 9 5950X,3.4,105W
AMD,Zen 3,AMD Ryzen(TM) 9 5900XT,3.3,105W
AMD,Zen 3,AMD Ryzen(TM) 9 5900X,3.7,105W
AMD,Zen 3,AMD Ryzen(TM) 9 5900HX,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) 9 5900HS,3,35W
AMD,Zen 3,AMD Ryzen(TM) 9 5900 (OEM Only),3,65W
AMD,Zen 3,AMD Ryzen(TM) 7 5825U,2,15W
AMD,Zen 3,AMD Ryzen(TM) 7 5825C,2,15W
AMD,Zen 3,AMD Ryzen(TM) 7 5800X3D,3.4,105W
AMD,Zen 3,AMD Ryzen(TM) 7 5800XT,3.8,105W
AMD,Zen 3,AMD Ryzen(TM) 7 5800X,3.8,105W
AMD,Zen 3,AMD Ryzen(TM) 7 5800U,1.9,15W
AMD,Zen 3,AMD Ryzen(TM) 7 5800HS,2.8,35W
AMD,Zen 3,AMD Ryzen(TM) 7 5800H,3.2,45W
AMD,Zen 3,AMD Ryzen(TM) 7 5800 (OEM Only),3.4,65W
AMD,Zen 3,AMD Ryzen(TM) 7 5700X3D,3,105W
AMD,Zen 3,AMD Ryzen(TM) 7 5700X,3.4,65W
AMD,Zen 3,AMD Ryzen(TM) 7 5700U,1.8,15W
AMD,Zen 3,AMD Ryzen(TM) 7 5700GE,3.2,35W
AMD,Zen 3,AMD Ryzen(TM) 7 5700G,3.8,65W
AMD,Zen 3,AMD Ryzen(TM) 7 5700,3.7,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5625U,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 5625C,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 5600X3D,3.3,105W
AMD,Zen 3,AMD Ryzen(TM) 5 5600X,3.7,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5600U,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 5600HS,3,35W
AMD,Zen 3,AMD Ryzen(TM) 5 5600H,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) 5 5600GT,3.6,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5600GE,3.4,35W
AMD,Zen 3,AMD Ryzen(TM) 5 5600G,3.9,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5600,3.5,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5560U,2.3,15W
AMD,Zen 3,AMD Ryzen(TM) 5 5500U,2.1,15W
AMD,Zen 3,AMD Ryzen(TM) 5 5500H,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) 5 5500GT,3.6,65W
AMD,Zen 3,AMD Ryzen(TM) 5 5500,3.6,65W
AMD,Zen 3,AMD Ryzen(TM) 3 5425U,2.7,15W
AMD,Zen 3,AMD Ryzen(TM) 3 5425C,2.7,15W
AMD,Zen 3,AMD Ryzen(TM) 3 5400U,2.6,15W
AMD,Zen 3,AMD Ryzen(TM) 3 5300U,2.6,15W
AMD,Zen 3,AMD Ryzen(TM) 3 5300GE (OEM Only),3.6,35W
AMD,Zen 3,AMD Ryzen(TM) 3 5300G (OEM Only),4,65W
AMD,Zen 3,AMD Ryzen(TM) 3 5125C,3,15W
AMD,Zen 2,AMD Ryzen(TM) 7 PRO 4750U,1.7,15W
AMD,Zen 2,AMD Ryzen(TM) 7 PRO 4750GE,3.1,35W
AMD,Zen 2,AMD Ryzen(TM) 7 PRO 4750G,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 4655GE,3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 4655G,3.7,65W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 4650U,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 4650GE,3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 4650G,3.7,65W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 4450U,2.5,15W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 4355GE,3.5,35W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 4355G,3.8,65W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 4350GE,3.5,35W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 4350G,3.8,65W
AMD,Zen 2,AMD Ryzen(TM) 9 4900HS,3,35W
AMD,Zen 2,AMD Ryzen(TM) 9 4900H,3.3,35-54W
AMD,Zen 2,AMD Ryzen(TM) 7 4980U Microsoft Surface(R) Edition,2,15W
AMD,Zen 2,AMD Ryzen(TM) 7 4800U,1.8,15W
AMD,Zen 2,AMD Ryzen(TM) 7 4800HS,2.9,45W
AMD,Zen 2,AMD Ryzen(TM) 7 4800H,2.9,45W
AMD,Zen 2,AMD Ryzen(TM) 7 4700U,2,15W
AMD,Zen 2,AMD Ryzen(TM) 7 4700GE (OEM Only),3.1,35W
AMD,Zen 2,AMD Ryzen(TM) 7 4700G (OEM Only),3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 5 4680U Microsoft Surface(R) Edition,2.2,15W
AMD,Zen 2,AMD Ryzen(TM) 5 4600U,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 5 4600H,3,45W
AMD,Zen 2,AMD Ryzen(TM) 5 4600GE (OEM Only),3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 5 4600G,3.7,65W
AMD,Zen 2,AMD Ryzen(TM) 5 4500U,2.3,15W
AMD,Zen 2,AMD Ryzen(TM) 5 4500,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 3 4300U,2.7,15W
AMD,Zen 2,AMD Ryzen(TM) 3 4300GE (OEM Only),3.5,35W
AMD,Zen 2,AMD Ryzen(TM) 3 4300G (OEM Only),3.8,65W
AMD,Zen 2,AMD Ryzen(TM) 3 4100,3.8,65W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) PRO 3995WX,2.7,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) PRO 3975WX,3.5,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) PRO 3955WX,3.9,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) PRO 3945WX,4,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) 3990X,2.9,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) 3970X,3.7,280W
AMD,Zen 2,AMD Ryzen(TM) Threadripper(TM) 3960X,3.8,280W
AMD,Zen 2,AMD Ryzen(TM) 9 PRO 3900,3.1,65W
AMD,Zen 2,AMD Ryzen(TM) 7 PRO 3700U,2.3,15W
AMD,Zen 2,AMD Ryzen(TM) 7 PRO 3700,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3600,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3500U,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3400GE,3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3400G,3.7,65W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3350GE,3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 5 PRO 3350G,3.6,65W
AMD,Zen 2,Zen +,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 3200GE,3.3,35W
AMD,Zen 2,AMD Ryzen(TM) 3 PRO 3200G,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 9 3950X,3.5,105W
AMD,Zen 2,AMD Ryzen(TM) 9 3900XT,3.8,105W
AMD,Zen 2,AMD Ryzen(TM) 9 3900X,3.8,105W
AMD,Zen 2,AMD Ryzen(TM) 9 3900 Processor (OEM Only),3.1,65W
AMD,Zen 2,AMD Ryzen(TM) 7 3800XT,3.9,105W
AMD,Zen 2,AMD Ryzen(TM) 7 3800X,3.9,105W
AMD,Zen 2,AMD Ryzen(TM) 7 3780U Microsoft Surface(R) Edition,2.3,15W
AMD,Zen 2,AMD Ryzen(TM) 7 3750H,2.3,35W
AMD,Zen 2,AMD Ryzen(TM) 7 3700X,3.6,65W
AMD,Zen 2,AMD Ryzen(TM) 7 3700U,2.3,15W
AMD,Zen 2,AMD Ryzen(TM) 7 3700C,2.3,15W
AMD,Zen 2,AMD Ryzen(TM) 5 3600XT,3.8,95W
AMD,Zen 2,AMD Ryzen(TM) 5 3600X,3.8,95W
AMD,Zen 2,AMD Ryzen(TM) 5 3600,3.6,65W
AMD,Zen +,AMD Ryzen(TM) 5 3580U Microsoft Surface(R) Edition,2.1,15W
AMD,Zen +,AMD Ryzen(TM) 5 3550H,2.1,35W
AMD,Zen +,AMD Ryzen(TM) 5 3500U,2.1,15W
AMD,Zen +,AMD Ryzen(TM) 5 3500C,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 5 3500 Processor (OEM Only),3.6,65W
AMD,Zen +,AMD Ryzen(TM) 5 3450U,2.1,15W
AMD,Zen +,AMD Ryzen(TM) 5 3400GE (OEM Only),3.3,35W
AMD,Zen +,AMD Ryzen(TM) 5 3400G with Radeon(TM) RX Vega 11 Graphics,3.7,65W
AMD,Zen +,AMD Ryzen(TM) 3 3350U,2.1,15W
AMD,Zen 2,AMD Ryzen(TM) 3 3300X,3.8,65W
AMD,Zen +,AMD Ryzen(TM) 3 3300U,2.1,15W
AMD,Zen,AMD Ryzen(TM) 3 3250U,2.6,15W
AMD,Zen,AMD Ryzen(TM) 3 3250C,2.6,15W
AMD,Zen,AMD Ryzen(TM) 3 3200U,2.6,15W
AMD,Zen +,AMD Ryzen(TM) 3 3200GE (OEM Only),3.3,35W
AMD,Zen +,AMD Ryzen(TM) 3 3200G with Radeon(TM) Vega 8 Graphics,3.6,65W
AMD,zen 2,AMD Ryzen(TM) 3 3100,3.6,65W
AMD,Zen +,AMD Athlon(TM) Gold PRO 3150GE,3.3,35W
AMD,Zen +,AMD Athlon(TM) Gold PRO 3150G,3.5,65W
AMD,Zen +,AMD Athlon(TM) Silver PRO 3125GE,3.4,35W
AMD,Zen +,AMD Athlon(TM) Gold 3150GE (OEM Only),3.3,35W
AMD,Zen +,AMD Athlon(TM) Gold 3150G (OEM Only),3.5,65W
AMD,Zen,AMD Athlon(TM) Silver 3050U,2.3,15W
AMD,Zen +,AMD Athlon(TM) Silver 3050GE (OEM Only),3.4,35W
AMD,Zen,AMD Athlon(TM) 3000G,3.5,35W
AMD,Zen,AMD Athlon(TM) 300U,2.4,15W
AMD,Zen,AMD Athlon(TM) PRO 200U Mobile Processor with Radeon(TM) Vega 3 Graphics,2.3,15W
AMD,Zen,AMD Athlon(TM) PRO 200GE,3.2,35W
AMD,Zen,AMD Athlon(TM) 240GE,3.5,35W
AMD,Zen,AMD Athlon(TM) 220GE,3.4,35W
AMD,Zen,AMD Athlon(TM) 200GE,3.2,35W
AMD,Zen +,AMD Ryzen(TM) Threadripper(TM) 2990WX,3,250W
AMD,Zen +,AMD Ryzen(TM) Threadripper(TM) 2970WX,3,250W
AMD,Zen +,AMD Ryzen(TM) Threadripper(TM) 2950X,3.5,180W
AMD,Zen +,AMD Ryzen(TM) Threadripper(TM) 2920X,3.5,180W
AMD,Zen +,AMD Ryzen(TM) 7 PRO 2700X,3.6,95W
AMD,Zen,AMD Ryzen(TM) 7 PRO 2700U,2.2,15W
AMD,Zen +,AMD Ryzen(TM) 7 PRO 2700,3.2,65W
AMD,Zen,AMD Ryzen(TM) 5 PRO 2600,3.4,65W
AMD,Zen,AMD Ryzen(TM) 5 PRO 2500U,2,15W
AMD,Zen,AMD Ryzen(TM) 5 PRO 2400GE with Radeon(TM) Vega 11 Graphics,3.2,35W
AMD,Zen,AMD Ryzen(TM) 5 PRO 2400G with Radeon(TM) Vega 11 Graphics,3.6,65W
AMD,Zen,AMD Ryzen(TM) 3 PRO 2300U,2,15W
AMD,Zen,AMD Ryzen(TM) 3 PRO 2200GE with Radeon(TM) Vega 8 Graphics,3.2,35W
AMD,Zen,AMD Ryzen(TM) 3 PRO 2200G with Radeon(TM) Vega 8 Graphics,3.5,65W
AMD,Zen,AMD Ryzen(TM) 7 2800H,3.3,45W
AMD,Zen +,AMD Ryzen(TM) 7 2700X,3.7,105W
AMD,Zen,AMD Ryzen(TM) 7 2700U,2.2,15W
AMD,Zen +,AMD Ryzen(TM) 7 2700E Processor,2.8,45W
AMD,Zen +,AMD Ryzen(TM) 7 2700,3.2,65W
AMD,Zen +,AMD Ryzen(TM) 5 2600X,3.6,95W
AMD,Zen,AMD Ryzen(TM) 5 2600H,3.2,45W
AMD,Zen +,AMD Ryzen(TM) 5 2600E,3.1,45W
AMD,Zen +,AMD Ryzen(TM) 5 2600,3.4,65W
AMD,Zen +,AMD Ryzen(TM) 5 2500X,3.6,65W
AMD,Zen,AMD Ryzen(TM) 5 2500U,2,15W
AMD,Zen,AMD Ryzen(TM) 5 2400GE with Radeon(TM) RX Vega 11 Graphics,3.2,35W
AMD,Zen,AMD Ryzen(TM) 5 2400G with Radeon(TM) RX Vega 11 Graphics,3.6,65W
AMD,Zen,AMD Ryzen(TM) 3 2300X,3.5,65W
AMD,Zen,AMD Ryzen(TM) 3 2300U,2,15W
AMD,Zen,AMD Ryzen(TM) 3 2200U,2.5,15W
AMD,Zen,AMD Ryzen(TM) 3 2200GE with Radeon(TM) Vega 8 Graphics,3.2,35W
AMD,Zen,AMD Ryzen(TM) 3 2200G with Radeon(TM) Vega 8 Graphics,3.5,65W
AMD,Zen,AMD Ryzen(TM) Threadripper(TM) 1950X,3.4,180W
AMD,Zen,AMD Ryzen(TM) Threadripper(TM) 1920X,3.5,180W
AMD,Zen,AMD Ryzen(TM) Threadripper(TM) 1900X,3.8,180W
AMD,Zen,AMD Ryzen(TM) 7 PRO 1700X Processor,3.4,95W
AMD,Zen,AMD Ryzen(TM) 7 PRO 1700,3,65W
AMD,Zen,AMD Ryzen(TM) 5 PRO 1600,3.2,65W
AMD,Zen,AMD Ryzen(TM) 5 PRO 1500,3.5,65W
AMD,Zen,AMD Ryzen(TM) 3 PRO 1300,3.5,65W
AMD,Zen,AMD Ryzen(TM) 3 PRO 1200,3.1,65W
AMD,Zen,AMD Ryzen(TM) 7 1800X,3.6,95W
AMD,Zen,AMD Ryzen(TM) 7 1700X,3.4,95W
AMD,Zen,AMD Ryzen(TM) 7 1700 Processor,3,65W
AMD,Zen,AMD Ryzen(TM) 5 1600X,3.6,95W
AMD,Zen +,AMD Ryzen(TM) 5 1600 (AF),3.2,65W
AMD,Zen,AMD Ryzen(TM) 5 1600,3.2,65W
AMD,Zen,AMD Ryzen(TM) 5 1500X,3.5,65W
AMD,Zen,AMD Ryzen(TM) 5 1400,3.2,65W
AMD,Zen,AMD Ryzen(TM) 3 1300X,3.5,65W
AMD,Zen,AMD Ryzen(TM) 3 1200,3.1,65W
AMD,Not out yet,AMD EPYC(TM) 9965,2.25 ,500W
AMD,Not out yet,AMD EPYC(TM) 9845,2.1,390W
AMD,Not out yet,AMD EPYC(TM) 9825,2.2,390W
AMD,Not out yet,AMD EPYC(TM) 9755,2.7,500W
AMD,Not out yet,AMD EPYC(TM) 9745,2.4,400W
AMD,Not out yet,AMD EPYC(TM) 9655P,2.6,400W
AMD,Not out yet,AMD EPYC(TM) 9655,2.6,400W
AMD,Not out yet,AMD EPYC(TM) 9645,2.3,320W
AMD,Not out yet,AMD EPYC(TM) 9575F,3.3,400W
AMD,Not out yet,AMD EPYC(TM) 9565,3.15 ,400W
AMD,Not out yet,AMD EPYC(TM) 9555P,3.2,360W
AMD,Not out yet,AMD EPYC(TM) 9555,3.2,360W
AMD,Not out yet,AMD EPYC(TM) 9535,2.4,300W
AMD,Not out yet,AMD EPYC(TM) 9475F,3.65 ,400W
AMD,Not out yet,AMD EPYC(TM) 9455P,3.15 ,300W
AMD,Not out yet,AMD EPYC(TM) 9455,3.15 ,300W
AMD,Not out yet,AMD EPYC(TM) 9375F,3.85 ,320W
AMD,Not out yet,AMD EPYC(TM) 9365,3.4,300W
AMD,Not out yet,AMD EPYC(TM) 9355P,3.55 ,280W
AMD,Not out yet,AMD EPYC(TM) 9355,3.55 ,280W
AMD,Not out yet,AMD EPYC(TM) 9335,3,210W
AMD,Not out yet,AMD EPYC(TM) 9275F,4.1,320W
AMD,Not out yet,AMD EPYC(TM) 9255,3.25 ,200W
AMD,Not out yet,AMD EPYC(TM) 9175F,4.2,320W
AMD,Not out yet,AMD EPYC(TM) 9135,3.65 ,200W
AMD,Not out yet,AMD EPYC(TM) 9115,2.6,125W
AMD,Not out yet,AMD EPYC(TM) 9015,3.6,125W
AMD,Zen 4,AMD EPYC(TM) 9754S,2.25 ,360W
AMD,Zen 4,AMD EPYC(TM) 9754,2.25 ,360W
AMD,Zen 4,AMD EPYC(TM) 9734,2.2,340W
AMD,Zen 4,AMD EPYC(TM) 9684X,2.55 ,400W
AMD,Zen 4,AMD EPYC(TM) 9654P,2.4,360W
AMD,Zen 4,AMD EPYC(TM) 9654,2.4,360W
AMD,Zen 4,AMD EPYC(TM) 9634,2.25 ,290W
AMD,Zen 4,AMD EPYC(TM) 9554P,3.1,360W
AMD,Zen 4,AMD EPYC(TM) 9554,3.1,360W
AMD,Zen 4,AMD EPYC(TM) 9534,2.45 ,280W
AMD,Zen 4,AMD EPYC(TM) 9474F,3.6,360W
AMD,Zen 4,AMD EPYC(TM) 9454P,2.75 ,290W
AMD,Zen 4,AMD EPYC(TM) 9454,2.75 ,290W
AMD,Zen 4,AMD EPYC(TM) 9384X,3.1,320W
AMD,Zen 4,AMD EPYC(TM) 9374F,3.85 ,320W
AMD,Zen 4,AMD EPYC(TM) 9354P,3.25 ,280W
AMD,Zen 4,AMD EPYC(TM) 9354,3.25 ,280W
AMD,Zen 4,AMD EPYC(TM) 9334,2.7,210W
AMD,Zen 4,AMD EPYC(TM) 9274F,04.05,320W
AMD,Zen 4,AMD EPYC(TM) 9254,2.9,200W
AMD,Zen 4,AMD EPYC(TM) 9224,2.5,200W
AMD,Zen 4,AMD EPYC(TM) 9184X,3.55 ,320W
AMD,Zen 4,AMD EPYC(TM) 9174F,4.1,320W
AMD,Zen 4,AMD EPYC(TM) 9124,3,200W
AMD,Zen 4,AMD EPYC(TM) 8534PN,2,175W
AMD,Zen 4,AMD EPYC(TM) 8534P,2.3,200W
AMD,Zen 4,AMD EPYC(TM) 8434PN,2,155W
AMD,Zen 4,AMD EPYC(TM) 8434P,2.5,200W
AMD,Zen 4,AMD EPYC(TM) 8324PN,02.05,130W
AMD,Zen 4,AMD EPYC(TM) 8324P,2.65 ,180W
AMD,Zen 4,AMD EPYC(TM) 8224PN,2,120W
AMD,Zen 4,AMD EPYC(TM) 8224P,2.55 ,160W
AMD,Zen 4,AMD EPYC(TM) 8124PN,2,100W
